410513	gempa	banda aceh ratusan pengungsi dari meulaboh yang berada di perbukitan berebut makanan dan minuman yang dilempar dari pesawat cassa milik tni al mereka berlari larian setiap melihat datangnya dus yang dilempar dari udara sulitnya medan dan sarana kerusakan bandara meulaboh yang parah membuat pesawat tak berhasil mendarat akhirnya ratusan dus berisi mie biskuit dan minuman air mineral yang dikirim ke meulaboh kabupaten aceh barat dan kabupaten calang dilempar dari udara pemantauan melalui udara sabtu siang sekitar pukul wib sampai wib warga meulaboh dan calang masih berada di tempat tempat pengungsian sangat sedikit warga yang lalu lalang di kedua kota tersebut kota meulaboh persen dara dengan tanah sangat sedikit adanya petunjuk bahwa di kota tersebut ada denyut kehidupan pemantauan dari udara saat terbang rendah kota tersebut seperti kota mati banyak rumah yang tersapu air laut sehingga tak tampak bekas bekasnya
410505	tahun_baru	jakarta perayaan malam tahun baru yang dilakukan sebagian warga kota jakarta menelan korban sedikitnya orang tewas akibat kecelakaan lalulintas di berbagai wilayah jakarta selama malam tahun baru seluruh korban tersebut kemudian di bawa ke rscm keterangan yang diperoleh dari kamar jenazah rscm menyebutkan orang korban kecelakaan tersebut orang perempuan dan orang laki laki mereka korban kecelakaan diberbagai tempat yaitu di kramatjati tanjung duren kepulauan seribu cibodas tangerang dan wilayah lain di jakarta timur kata hisbullah petugas kamar mayat rscm kepada sabtu sementara dari petugas unit gawat darudat ugd rscm diperoleh data sejak jumat sore sedikitnya orang luka luka terbanyak kecelakaan lalu lintas selain itu ada orang korban penusukan pagi ini di kamar mayat rscm bertambah korban tewas seorang laki laki bernama yohanes tahun menjadi korban tembak pada pukul wib dan satu korban lagi karena kecelakaan di palmerah namun belum diketahui identitasnya
410480	gempa	jakarta presiden as george w bush menyatakan akan menyumbang juta untuk membantu korban tsunami dia juga mengatakan as tidak keberatan mengirimkan lebih lagi sejumlah dana untuk menolong orang orang pulih dari apa yang dia sebut sebagai bencana besar kontribusi kami akan terus dilanjutkan sampai semua dampak tragedi ini berhasil diketahui dengan jelas kata bush di texas amerika serikat seperti dikutip dari afp sabtu atau jumat waktu setempat bantuan sebesar juta seperti yang dijanjikan bush meningkat sangat jauh bila dibandingkan sumbangan awal dari amerika serikat sebesar juta sumbangan awal ini menuai banyak kritik mengingat amerika serikat termasuk salah satu negara terkaya di dunia di new york sekretaris negara colin powell juga menyatakan as akan menambah jumlah bantuannya untuk korban tsunami powell mengatakan rekomendasinya didasarkan pada perhitungan pasti mengenai kebutuhan para korban dan bukan sekedar hanya permainan siapa yang menyumbang paling besar dengan negara penyumbang lainnya menurut juru bicara kantor manajemen dan anggaran gedung putih noam neusner dana tambahan ini akan diambil dari anggaran departemen pertahanan dan dana bantuan as untuk bencana internasional as telah bergabung dengan beberapa negara seperti india jepang kanada dan australia untuk membantu koordinasi dengan pbb sementara itu sekjen pbb kofi annan menyayangkan sulitnya bantuan tiba dengan cepat untuk korban kami ingin mengirim orang orang kami secepatnya tapi situasinya sangat sulit terutama di daerah aceh dan sumatera kami butuh akses karena itulah kami sangat membutuhkan helikopter dan angkutan udara lainnya kata annan
410507	gempa	jakarta gempa yang terjadi pada sabtu di banda aceh pukul wib merupakan gempa berkekuatan skala richter gempa tersebut berpusat di laut kurang lebih km arah selatan bengkulu demikian dijelaskan kepala humas badan meteorologi dan geofisika pusat gempa bumi nasional edison gurning kepada sabtu gempa berkekuatan sedang ini berepisentrum di derajat lintang selatan dan derajat bujur timur dengan kedalaman km di samudera indonesia gempa ini dirasakan di bengkulu dengan kekuatan antara ii iii mmi dan bengkulu iii iv mmi gempa ini sempat membuat panik warga bengkulu mereka berhamburan ke luar rumah apalagi mereka yang tinggal di pinggir pantai warga trauma dengan kejadian gempa dan gelombang tsunami yang terjadi di wilayah barat pulau sumatera terutama yang terjadi di aceh sebelumnya gempa tektonik berkekuatan sr mengguncang bengkulu pada juni yang mengakibatkan orang meninggal dunia dan ratusan lainnya menderita luka laka gempa tersebut juga menghancurkan ribuan rumah dan bangunan pemerintah dengan kerugian sekitar rp miliar
410511	Gempa	medan sebanyak korban bencana alam gempa dan gelombang tsunami yang melanda aceh kini dirawat diberbagai rumah sakit di medan sumatera utara mereka dibawa dengan menggunakan pesawat hercules setelah tidak tertampung di rumah sakit yang ada di banda aceh demikian disampaikan oleh petugas posko infokom sumut azmil kepada wartawan di posko nasional bencana alam di lanud polonia medan sabtu saat ini sejumlah rs di medan masih merawat sejumlah korban bencana alam data hingga jumat desember pukul wib ada pasien yang dirawat termasuk bayi berusia dan tahun ujar azmil dua bayi tersebut m muhfit tahum perempuan asal banda aceh muhfit tiba di rs malahayati jalan diponegoro medan jumat malam selain itu raja usia tahun juga dirawat di rs malahayati sedangkan korban lainnya di rawat di rs adam malik rs haji rumkit superhijau jalan yos sudarso rumkit bayangkara rs elizabet rs permata bunda dan rs pringadi medan jumlah ini kemungkinan akan terus bertambah saat ini petugas disiagakan untuk antisipasi datangnya korban bencana alam yang terus bertambah baik melalui jalur udara dan darat tambahnya
410508	gempa	jakarta wakil presiden jusuf kalla bersama tiga menteri kabinet indonesia bersatu rapat mendadak membicarakan ktt asean yang akan membahas masalah gempa dan tsunami yang melanda asia ketiga menteri yaitu menteri keuangan jusuf anwar kepala bappenas sri mulyani dan menlu hassan wirajuda rapat merencanakan rehabilitasi rekonstruksi bagi para korban bencana gempa dan gelombang tsunami semua negara akan menyampaikan apa yang terjadi akibat dari bencana dari bencana tersebut kata wakil presiden jusuf kalla usai rapat di gedung bappenas jakarta sabtu outcomenyanegara yang mampu membantu rekonstruksi dari negara yang tertimpa musibah yaitu indonesia thailand sri langka india dan maldiv dan negara lainnya akan membantu paparnya ktt asean akan diselenggarakan di jakarta pada januari ktt yang akan membahas bencana tsunami dihadiri negara dan organisasi regional dan internasional
410492	gempa	jakarta presiden sby berangkat ke aceh hari ini agenda utamanya adalah meninjau meulaboh sekitar pukul wib sabtu sby berangkat dari bandara halim perdanakusumah menuju bandara polonia medan dari sana sby akan meninjau meulaboh dengan menggunakan helikopter dalam keberangkatannya hari ini sby turut didampingi oleh menteri esdm purnomo yusgiantoro sampai hari ini jalur transportasi meulaboh belum terbuka sepenuhnya sehingga bantuan sulit untuk didistribusikan tetapi seperti yang dinyatakan dalam siaran pers kantor kepresidenan hari jumat dari hasil laporan dan pemantauan yang dilakukan oleh presiden langkah langkah tanggap darurat sudah mencapai kemajuan yang signifikan termasuk di meulaboh kemarin presiden juga telah memberi instruksi kepada beberapa pejabat negara sebagai koordinator lapangan di sejumlah daerah di meulaboh koordinator lapangan yang ditunjuk oleh presiden adalah menteri sosial bachtiar chamsyah
410512	gempa	jakarta situasi di banda aceh ibukota propinsi nagroe aceh darussalam nad masih mencekam ratusan mayat masih ada di beberapa tempat dan belum dikebumikan bau busuk menyengat di mana mana para relawan dan warga yang lalu lalang terpaksa harus menggunakan masker atau penutup mulut dan hidung sampai hari ke sejak gempa dan gelombang tsunami melanda aceh ratusan lebih mayat belum berhasil dikebumikan tim relawan yang terus berdatangan banyak mengalami kesulitan melakukan evakuasi sekarang ini jumlah kantong mayat tak mencukupi untuk membawa mayat mayat itu selain itu banyak warga dan relawan yang membutuhkan masker kata zaelani relawan dari pb hmi saat dihubungi melalui sambungan telepon satelit sabtu ancaman terhadap terjangkitnya penyakit kolera disentri dan penyakit lain juga tengah mengancam bakteri beterbangan karena banyak mayat yang belum dikuburkan sementara ditempat pengungsian mereka kekurangan air bersih katanya stok makanan menurut zaelani telah sampai ke tempat tempat pengungsian jumlahnya sudah mencukupi untuk beberapa hari tetapi perlu ada mekanisme ditribusi yang sefektif karena sampai sekarang banyak makanan yang menumpuk di bandara udara sultan iskandar muda blang bintang aceh kata zaelani
410515	tahun_baru	jakarta hiburan malam tahun baru yang menghadirkan diva krisdayanti atau akrab dipanggil kd di hotel gran melia dipadati oleh pengunjung krisdayanti dibayar mendekati rp miliar malam ini penonton terlihat memadati ballroom gran melia untuk mendapatkan hiburan tahun baru dari penyanyi papan atas indonesia itu menurut dyah paramitha dari bagian pr gran melia tamu yang hadir di diperkirakan sekitar orang dengan tarif tiket antara rp juta sampai juta tiket terjual persen kalo nggak ada bencana aceh mestinya sold out tetapi ternyata banyak orang yang tarik ulur kata dyah selama acara yang bertajuk new years gala dinner fund raising event in the benefit aceh and north sumatra victim ini digelar dilangsungkan silent auction di setiap meja uang hasil dari lelang ini rencananya akan disumbangkan untuk bencana aceh penyanyi utamanya adalah yaitu krisdayanti didampingi erwin gutawa band sedangkan penyanyi lain yang menghibur adalah andre hehanusa panggung acara ini sangat megah dengan dua layar lebar di kanan dan kiri panggung pembawa acara sempat mengingatkan kepada tamu untuk terus menyumbang korban bencana di aceh dan sumut dalam acara ini istri andre hehanusa cut rizky teo yang berasal dari aceh juga ikut tampil di atas panggung untuk bercerita tentang pengalamannya yang kehilangan banyak saudara saya minta tolong kepada tamu yang ada di sini untuk ikut menyumbangkan sebagian kecil uang kepada masyarakat aceh kata cut rizky
410510	tahun_baru	pekanbaru perayaan malam tahun baru di kota pekanbaru benar benar berbeda dari sebelumnya arus lalu lintas di jalan jalan protokol yang biasanya padat justru lancar tanpa ada kemacetan dalam pantauan sejak pukul wib hingga pukul wib kota pekanbaru diguyur hujan yang cukup deras meski demikian sejumlah warga tetap tampak ingin melewati pergantian tahun di lapangan terbuka massa hanya terkonsentrasi di lapangan eks mtq jl sudirman wilayah simpang pekanbaru namun tidak ada pentas hiburan kecuali sekelompok pemuda yang terlihat duduk sambil membawa terompet sementara pemprov riau yang sebelumnya telah menjadwalkan pusat tahun baru di jalan gajah mada dan akan mendatangkan artis ibukota erry susan terpaksa dibatalkan gubernur riau rusli zainal sendiri mengimbau warga tidak berfoya foya dan mengingat suasana duka di aceh tapi aparat kepolisian tetap berpatroli keliling kota
